V1,StartDate,EndDate,_v1,RecordedDate,ResponseId,qmetadata_Browser,qmetadata_Version,_v2,qmetadata_Resolution,follow,reg1,votemail1a,votemail1b,votecount,votemail2,voterid1,voterid2,turnout16a,turnout16a1,turnout16b,vote16,hopeful,afraid,outraged,angry,happy,worried,proud,irritated,nervous,meeting,moneyorg,protest,online,persuade,button,moneycand,argument,particip_none,talk1,talk2,talk3,fttrump1,ftobama1,ftbiden1,ftwarren1,ftsanders1,ftbuttigieg1,ftharris1,ftklobuchar1,ftpence1,ftyang1,ftpelosi1,ftrubio1,ftocasioc1,fthaley1,ftthomas1,ftfauci1,ftblack,ftwhite,fthisp,ftasian,ftillegal,ftfeminists,ftmetoo,fttransppl,ftsocialists,ftcapitalists,ftbigbusiness,ftlaborunions,ftrepublicanparty,ftdemocraticparty,primaryvote,vote20jb,vote20bs,cvote2020,apppres7,frnpres7,immpres7,econpres7,covidpres7,healthcarepres7,check,dtleader1,dtleader2,dtcares,dtdignif,dthonest,dtauth,dtdiv,dtknow,jbleader1,jbleader2,jbcares,jbdignif,jbhonest,jbauth,jbdiv,jbknow,bsleader1,bsleader2,bscares,bsdignif,bshonest,bsauth,bsdiv,bsknow,econnow,finworry,confecon,taxecon,billtax1,billtax2,richpoor2,guarinc1,guarinc2,lcself,lcd,lcr,freemkt1a,freemkt1b,freemkt2,freemkt3,govsize1a,govsize1b,govsize2,govsize3,regulate1,regulate2,ineqinc1a,strpres1a,strpres1b,mutual,leastgrp,tol_rally,tol_pres,tol_teach,antirelig1,antirelig2,racist1,racist2,immignum,wall7,pathway,return,open,affact,hlthcare1,hlthcare2,covid1,covid2,covid_elect,abort1,abort_imp,abort2,gayadopt,transmilit1a,transmilit1b,harass,freecol1,freecol2,loans1,loans2,diversity7,experts,science,exphelp,excessive,compro1,compro2,pcorrect,selfcensor,childrear1,childrear2,childrear3,childrear4,rural2,rural3,rural4,mis_covid1,conf_covid1,mis_covid2,conf_covid2,impeach1,impeach2,pid1r,pid2r,pidstr,pidlean,pidstr1,pidstr2,pidstr3,rr1,rr2,rr3,rr4,health1,relig1,relig1_11_TEXT,relig2a,relig2b,att1,att2,att3,fundmt1,fundmt2,socmed_1,socmed_2,socmed_3,socmed_4,socmed_5,socmed_6,socmed_7,socmed_8,socmed_9,facebook1,twitter1,impact1,impact2,impact3,impact4,impact5,impact6,impact7,impact8,impact9,ethnic1,ethnic2,ethnic3,latin1,race1a_1,race1a_2,race1a_3,race1a_4,race1a_5,race1b_1,race1b_2,race1b_3,race1b_4,race1b_5,groupid1a_lat,groupid2a_lat,groupid3a_lat,groupid1a_whi,groupid1a_bla,groupid1a_nat,groupid1a_asi,groupid1a_hpi,groupid2a_whi,groupid2a_bla,groupid2a_nat,groupid2a_asi,groupid2a_hpi,groupid3a_whi,groupid3a_bla,groupid3a_nat,groupid3a_asi,groupid3a_hpi,groupid1b_lat,groupid2b_lat,groupid3b_lat,groupid1b_whi,groupid1b_bla,groupid1b_nat,groupid1b_asi,groupid1b_hpi,groupid2b_whi,groupid2b_bla,groupid2b_nat,groupid2b_asi,groupid2b_hpi,groupid3b_whi,groupid3b_bla,groupid3b_nat,groupid3b_asi,groupid3b_hpi,whitejob,femid1a,femid1b,femid2_fem,femid2_anti,femid2_nei,knowtran1,knowtran2_1,knowtran2_2,knowtran2_3,knowtran2_4,knowtran2_5,knowtran2_6,knowgay1,knowgay2_1,knowgay2_2,knowgay2_3,knowgay2_4,knowgay2_5,knowgay2_6,stress1,stress2,stress3,stress4,depress1,depress2,depress3,depress4,depress5,callout1,speech1,forgive1a,forgive1b,callout2,speech2,forgive2a,forgive2b,divmoral,forgive3,moralsup1,duepro3,moralcert3,forgive5,intelsup1,moralcert1,duepro4,moralcert6,forgive4,moralcert2,duepro1,callout3a,callout3b,moralsup2,duepro2,intelsup2,duepro5,moralcert4,forgive6,moralcert5,link_bla,link_his,link_asi,link_whi,link_hpi,link_nat,selfmon1,selfmon2,selfmon3,selfmon4,selfmon5,selfmon6,inc_anes,inc_cps,inc_cpsmod,home_anes,home_cps,viol3_dems,viol3_reps,viol3_both,viol1,viol2a,viol2b,exptravel_ever,exphomesch,expconvert,expholiday,expshark,exparrest,exppubasst,expfight,expavoid,callout_social,callout_person,expknowimmig,expbuyus,expretire,expknowpris,birthyr,sex,educ,state,children,marital1,marital2,citizen1,citizen2,geer1896,admit,mauga,pk_cjus,pk_germ,pk_sen,pk_spend,whites_1,whites_2,whites_3,whites_4,whites_5,whites_6,whites_7,blacks_1,blacks_2,blacks_3,blacks_4,blacks_5,blacks_6,blacks_7,hisp_1,hisp_2,hisp_3,hisp_4,hisp_5,hisp_6,hisp_7,asians_1,asians_2,asians_3,asians_4,asians_5,asians_6,asians_7,survexp1,survexp2,dejavu,serious,form,INSTRUCTION_GROUP,FEEDBACK_GROUP,XGOVT,XFORGIVE,XCONTACT,RAND_INC,surv_comp,USIPAddress,age,home_ownership,income,vote20turnoutjb,particip_count,pk_mauga_correct,pk_germ_correct,pk_cjus_correct,pk_sen_correct,pk_spend_correct,pk_cjus_correctb,pk_index,pidstr1_dr,pidstr1_ind,pidstr2_dr,pidstr2_ind,pidstr3_dr,pidstr3_ind,pid7,pid7str,hispanic,hispanic_white,nonhispanic_white,hispanicr,race1_white,race1_black,race1_namer,race1_asian,race1_hpi,rr_scale,white,black,namer,asian,hpi,mixed,race7,vidx,vidknow
2073,"4/16/2020 19:13","4/16/2020 20:00",2821,"4/16/2020 20:00","R_1jwVOmrV1OWq37o","Safari iPhone","12.1.2","iPhone","375x667",1,1,88,1,3,3,1,1,8,8,1,1,2,2,1,2,2,2,3,2,1,0,0,0,0,0,0,0,0,1,5,2,2,90,10,10,10,10,1,10,10,85,10,5,10,10,10,10,80,75,80,75,75,60,60,50,60,10,90,80,75,85,20,3,1,1,2,1,1,1,1,88,1,5,88,2,2,2,2,1,2,2,88,5,5,5,5,5,5,5,88,5,5,5,5,5,5,5,4,2,2,4,88,7,5,88,7,7,1,7,8,8,66,2,8,8,66,2,88,6,6,88,4,2,88,88,88,88,8,8,8,8,5,2,3,3,4,4,7,1,4,2,3,2,4,4,3,8,4,8,88,7,88,7,5,3,2,2,2,1,2,8,8,2,1,1,1,4,4,4,2,2,2,3,7,1,1,66,1,6,4,2,2,2,4,4,2,2,1,"",8,6,2,6,6,1,5,1,0,1,0,0,0,0,0,0,2,66,4,4,3,5,4,5,4,5,5,"888. NA: Form 2","American",999,2,8,8,8,8,8,1,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,3,6,6,6,6,3,6,6,6,6,3,6,6,6,6,1,8,3,6,6,5,2,0,0,0,0,0,0,2,0,0,0,0,0,0,4,3,4,3,5,3,3,4,4,8,8,88,88,8,8,88,88,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,3,6,6,3,5,5,5,3,4,66,66,7,8,1,2,6,6,5,8,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1954,2,2,17,0,5,2,8,1,1896,6,"lt governor american samoa","chief justice supreme court","unknown",6,4,2,2,2,2,2,2,3,2,3,2,3,3,2,4,3,2,3,3,2,3,5,2,2,2,3,2,2,3,0,100,0,5,2,0,0,2,2,2,3,1,1,65,2,7,1,0,1,0,1,1,0,1,.5,4,6,2,6,2,6,1,3,0,0,1,9,1,0,0,0,0,12,1,0,0,0,0,0,1,3,0
457,"4/13/2020 20:58","4/13/2020 21:32",2017,"4/13/2020 21:32","R_1JPH36AL9b7mGPl","Chrome","80.0.3987.163","Windows NT 10.0","1536x864",1,1,88,7,1,5,1,1,8,8,1,1,4,2,1,1,4,2,4,1,2,0,0,0,0,0,0,0,0,1,7,1,1,100,0,0,0,0,0,0,0,100,0,0,0,0,60,0,70,30,90,25,30,0,0,0,0,0,10,20,10,100,0,2,1,1,2,1,1,1,1,88,1,5,88,1,1,1,1,1,5,1,88,5,5,5,5,5,1,5,88,5,5,5,5,5,4,4,1,1,1,1,88,1,1,88,7,7,1,7,8,8,66,6,8,8,66,3,88,3,4,88,5,1,88,88,88,88,8,8,8,8,7,1,2,1,5,5,7,1,1,3,2,3,3,6,6,8,7,8,88,7,88,7,5,3,3,3,2,2,3,8,8,2,2,1,1,5,5,5,1,4,2,4,7,1,1,66,1,6,5,4,5,1,4,4,2,3,2,"",8,6,2,6,6,2,6,0,0,0,0,0,0,0,0,1,66,66,4,4,3,5,3,5,5,5,5,"888. NA: Form 2","American",999,2,8,8,8,8,8,1,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,4,6,6,6,6,2,6,6,6,6,2,6,6,6,6,3,8,3,6,6,3,2,0,0,0,0,0,0,1,1,0,0,0,0,0,4,1,1,5,4,2,4,4,5,8,8,88,88,8,8,88,88,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,3,6,6,3,5,3,5,3,4,66,66,7,8,1,4,6,6,4,8,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1949,2,3,18,0,3,2,8,1,2000,6,"governor","supreme court justice","german chancellor",4,4,3,2,2,1,1,1,1,3,3,3,4,5,3,3,3,2,4,3,2,2,5,2,2,2,4,2,3,4,0,0,0,5,2,1,0,2,1,1,3,3,1,70,2,7,1,0,0,1,.5,0,0,1,.5,5,6,4,6,5,6,1,3,0,0,1,9,1,0,0,0,0,13,1,0,0,0,0,0,1,3,1
872,"4/13/2020 19:59","4/13/2020 20:59",3591,"4/13/2020 20:59","R_UMSBR4eBpfjq50t","Chrome","80.0.3987.162","Android 8.0.0","360x640",1,1,88,2,3,4,1,1,8,8,1,2,2,3,4,3,1,4,1,4,4,0,0,0,1,0,0,0,1,0,2,7,6,10,100,75,65,40,70,60,999,10,70,70,75,50,999,999,100,95,90,85,85,50,65,85,75,65,50,80,70,25,70,1,2,2,1,6,6,2,4,88,5,5,88,3,5,3,5,5,1,3,88,1,1,2,1,1,5,1,88,4,1,2,2,3,5,3,5,3,5,3,88,1,3,88,5,4,3,6,8,8,66,3,8,8,66,3,88,4,3,88,7,1,88,88,88,88,8,8,8,8,7,2,3,1,4,4,3,1,1,1,2,4,1,7,1,8,4,8,88,1,88,6,2,4,5,3,3,1,3,8,8,2,2,1,2,4,4,7,1,3,2,5,3,6,2,66,2,6,4,2,3,2,5,5,1,3,10,"",8,6,2,6,6,6,6,1,1,1,0,1,1,0,0,0,4,5,6,4,3,3,5,5,2,1,3,"888. NA: Form 2","American",999,2,8,8,8,8,8,1,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,4,6,6,6,6,2,6,6,6,6,2,6,6,6,6,1,8,3,6,6,4,2,0,0,0,0,0,0,1,0,1,0,0,0,0,3,2,3,2,3,3,2,3,2,8,8,88,88,8,8,88,88,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,2,6,6,3,3,5,4,2,3,66,4,66,8,1,6,3,6,3,8,1,2,2,2,1,2,2,1,1,1,2,2,2,1,2,1,1963,2,4,22,0,3,2,8,1,1984,6,"representative","secretary of state","senator",6,4,3,2,4,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,30,30,0,5,2,1,0,2,2,1,2,3,1,56,2,4,1,2,0,0,0,1,0,0,.25,4,6,2,6,3,6,6,2,0,0,1,9,1,0,0,0,0,15,1,0,0,0,0,0,1,3,1
1494,"4/12/2020 17:18","4/12/2020 18:30",4325,"4/12/2020 18:30","R_1CftBj3WDfRB1j5","Chrome","80.0.3987.163","Windows NT 10.0","1600x900",1,1,88,7,3,5,1,1,8,8,1,1,4,2,4,2,5,2,5,4,2,1,1,0,1,0,0,0,0,0,5,6,4,100,0,1,0,0,0,0,2,100,5,0,75,0,90,100,60,100,100,100,100,0,0,10,20,0,100,85,10,100,0,2,1,1,2,1,1,1,1,88,2,5,88,1,2,3,2,2,5,2,88,4,4,3,5,5,2,4,88,5,5,4,5,5,2,4,1,2,2,2,88,4,5,88,7,6,1,6,8,8,1,66,8,8,2,66,88,7,7,88,1,1,88,88,88,88,8,8,8,8,6,1,2,3,5,6,7,2,4,1,2,1,1,1,5,8,6,8,88,7,88,6,4,1,4,3,2,2,4,8,8,2,2,2,1,7,7,6,1,4,1,3,7,1,1,66,1,6,2,4,3,3,2,3,3,4,2,"",8,6,1,1,1,2,6,1,1,1,0,1,0,0,1,0,4,3,4,3,4,4,4,5,3,4,5,"888. NA: Form 2","European (Polish) AMERICAN",999,2,8,8,8,8,8,1,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,5,6,6,6,6,3,6,6,6,6,4,6,6,6,6,4,8,3,6,6,3,2,0,0,0,0,0,0,1,0,0,0,1,0,0,4,2,3,4,3,2,3,3,3,8,8,88,88,8,8,88,88,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,3,6,6,2,5,4,5,4,4,15,66,66,8,1,5,6,6,5,8,1,1,1,2,1,2,2,2,2,2,2,2,1,1,2,2,1969,2,4,38,0,1,6,8,1,1956,5,"u n president","supreme court chief justice","chancellor of germany",4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,5,3,3,4,3,2,3,3,2,3,3,8,8,3,5,2,2,1,1,2,1,1,1,1,50,2,15,1,3,0,1,1,0,0,1,.5,2,6,4,6,3,6,1,3,0,0,1,9,1,0,0,0,0,7,1,0,0,0,0,0,1,3,0
451,"4/13/2020 22:20","4/13/2020 22:54",2008,"4/13/2020 22:54","R_Qocgzk3gEGfIxHP","Chrome","80.0.3987.163","Windows NT 10.0","1280x720",1,1,88,2,4,2,1,1,8,8,1,2,3,4,4,4,2,4,3,4,4,0,0,0,0,0,0,0,0,1,2,4,4,5,95,85,75,50,80,85,80,15,55,70,40,70,35,35,90,85,85,85,85,85,85,87,85,80,80,50,80,15,85,3,2,2,1,7,7,7,4,88,7,5,88,5,5,5,5,5,2,5,88,2,2,2,2,2,4,2,88,3,3,4,3,3,3,3,5,2,4,5,88,3,4,88,4,2,2,7,8,8,66,4,8,8,66,4,88,4,3,88,6,2,88,88,88,88,8,8,8,8,4,6,1,3,2,4,3,4,3,2,3,3,3,6,1,8,1,8,88,4,88,3,4,4,4,4,3,1,3,8,8,1,1,2,1,5,4,6,2,5,2,4,2,7,2,66,1,6,2,4,3,4,1,2,5,2,1,"",8,6,2,6,6,2,6,1,0,1,0,1,0,0,0,0,1,66,4,3,4,5,3,5,3,5,5,"888. NA: Form 2","Irish",999,2,8,8,8,8,8,1,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,3,6,6,6,6,4,6,6,6,6,4,6,6,6,6,1,8,1,3,6,6,2,0,0,0,0,0,0,1,0,1,0,0,0,0,3,3,3,3,3,3,4,3,3,8,8,88,88,8,8,88,88,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,3,6,6,4,5,2,5,4,5,66,10,66,8,1,6,2,6,5,8,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1974,2,2,43,0,5,2,8,1,1984,5,"senator","representative","chancellor",2,2,3,4,4,6,5,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,3,3,3,4,4,3,5,20,25,0,5,2,2,1,2,2,0,2,3,1,45,2,10,1,0,0,1,0,0,0,0,.25,2,6,4,6,3,6,7,3,0,0,1,9,1,0,0,0,0,2,1,0,0,0,0,0,1,3,1
1455,"4/12/2020 17:04","4/12/2020 17:34",1749,"4/12/2020 17:34","R_Dwaf4k3nP25tjEd","Edge","18.18362","Windows NT 10.0","1366x768",2,3,88,4,4,2,3,7,8,8,2,4,2,5,2,2,2,5,2,3,5,0,0,0,0,0,0,0,0,1,0,4,4,15,51,20,15,40,50,50,50,20,40,30,50,49,50,50,90,85,85,85,85,45,60,75,85,40,60,60,40,40,40,3,4,4,4,6,5,4,3,88,4,5,88,5,5,5,4,4,2,4,88,5,5,4,5,4,4,3,88,3,3,4,3,3,3,3,3,2,2,4,88,5,4,88,6,4,1,7,8,8,66,4,8,8,66,3,88,5,3,88,6,1,88,88,88,88,8,8,8,8,4,6,2,4,3,5,4,3,1,4,3,4,4,4,1,8,1,8,88,6,88,7,2,4,3,3,2,2,3,8,8,1,2,2,1,4,4,4,2,2,2,5,5,3,3,66,6,3,3,3,4,2,2,3,2,4,10,"",8,6,2,6,6,6,6,1,0,1,0,0,1,0,0,0,1,66,5,2,3,3,5,5,1,3,5,"888. NA: Form 2","Italian American",999,2,8,8,8,8,8,1,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,3,6,6,6,6,2,6,6,6,6,2,6,6,6,6,1,8,3,6,6,5,1,0,0,0,0,0,1,1,1,0,0,0,1,0,2,3,4,2,2,3,2,3,2,8,8,88,88,8,8,88,88,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,3,6,6,2,3,5,2,2,1,13,66,66,8,1,6,6,1,5,8,1,1,2,2,1,2,2,2,2,2,2,1,1,1,1,2,1987,2,5,13,3,1,6,8,1,1950,6,"ambassador to chile","secretary of defense","prime minister",6,4,3,3,3,3,4,2,2,3,3,3,4,5,3,2,3,2,3,5,4,3,3,3,3,2,4,3,3,3,0,0,0,5,2,1,0,2,2,0,1,1,1,32,2,13,0,0,0,1,0,1,0,0,.5,6,3,6,3,6,4,4,0,0,0,1,9,1,0,0,0,0,9,1,0,0,0,0,0,1,0,0
1341,"4/11/2020 18:38","4/11/2020 19:10",1944,"4/11/2020 19:10","R_1ruDfsJlni60CB7","Chrome","78.0.3904.108","Android 7.0","360x640",3,1,88,1,4,2,3,7,8,8,2,4,2,4,3,3,3,4,2,4,4,0,0,0,0,0,0,0,0,1,3,4,5,5,65,85,75,80,70,65,60,50,55,25,40,30,35,35,65,70,70,70,70,70,65,70,60,65,70,70,70,65,70,1,2,2,1,6,6,6,7,88,7,5,88,5,5,5,5,5,4,5,88,2,3,3,3,3,3,3,88,4,4,4,3,3,4,4,5,5,5,3,88,1,2,88,1,4,5,3,8,8,66,4,8,8,66,4,88,7,1,88,5,1,88,88,88,88,8,8,8,8,4,5,1,4,2,1,1,4,1,1,3,2,2,5,6,8,4,8,88,4,88,5,3,3,4,4,3,1,2,8,8,2,2,1,2,6,4,4,2,3,2,2,2,6,2,66,1,6,3,3,3,4,2,2,4,2,2,"",8,6,2,6,6,2,6,1,0,1,0,1,1,0,0,0,3,66,4,4,3,3,4,5,3,5,5,"888. NA: Form 2","Caucasian",999,2,8,8,8,8,8,1,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,3,6,6,6,6,2,6,6,6,6,2,6,6,6,6,2,8,3,6,6,3,2,0,0,0,0,0,0,2,0,0,0,0,0,0,3,3,3,4,4,3,3,4,4,8,8,88,88,8,8,88,88,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,3,6,6,3,5,5,4,4,4,5,66,66,8,2,6,1,6,5,8,1,1,2,2,1,2,1,1,2,2,2,2,1,2,2,1,1960,1,5,44,0,5,2,8,1,1985,6,"govenor","senator","secretary of state",2,4,3,3,3,4,3,2,3,3,3,3,3,3,2,2,3,3,3,4,3,2,5,3,3,3,5,3,2,5,60,40,0,5,2,1,0,2,1,0,1,1,1,59,1,5,1,0,0,0,0,0,0,0,0,3,6,3,6,3,6,7,3,0,0,1,9,1,0,0,0,0,4,1,0,0,0,0,0,1,0,0
446,"4/15/2020 21:45","4/15/2020 22:18",1994,"4/15/2020 22:18","R_Oscelx43176aPnz","Chrome","80.0.3987.163","Windows NT 10.0","1920x1080",1,1,88,1,3,4,1,1,8,8,1,2,1,3,5,5,1,4,1,5,4,0,1,0,1,0,0,0,1,0,1,4,6,0,100,50,90,100,90,95,100,0,85,100,0,100,10,0,100,100,100,100,100,90,100,100,100,100,0,0,100,0,80,1,2,2,1,7,7,7,7,88,7,5,88,5,5,5,5,5,1,5,88,1,1,1,1,1,5,1,88,1,1,1,1,1,5,1,5,5,5,7,88,1,1,88,1,4,4,7,8,8,66,4,8,8,66,4,88,3,1,88,7,1,88,88,88,88,8,8,8,8,4,7,1,5,1,1,1,5,2,2,3,4,3,7,4,8,1,8,88,1,88,1,1,5,5,5,4,1,3,8,8,1,1,2,1,5,6,4,2,4,2,5,1,7,3,66,6,2,5,5,1,5,1,1,5,4,11,"spiritual",8,6,2,6,6,2,6,0,0,0,0,1,0,0,0,0,66,66,7,1,3,5,5,5,1,5,5,"888. NA: Form 2","English Czech",999,2,8,8,8,8,8,1,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,5,6,6,6,6,5,6,6,6,6,5,6,6,6,6,1,8,1,1,6,6,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,4,3,3,4,1,2,2,8,8,88,88,8,8,88,88,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,2,6,6,3,5,5,4,2,1,66,66,6,8,1,6,5,6,1,8,1,1,2,2,1,2,1,2,2,2,2,1,1,1,1,2,1953,1,6,50,0,2,2,8,1,1920,6,"prime minister","chief justice supreme court","chancellor of germany",2,2,3,3,3,2,4,4,4,3,3,3,2,3,2,4,3,2,3,3,4,3,4,3,3,3,4,3,3,4,0,0,0,5,2,1,0,2,1,1,3,3,1,66,2,6,1,3,0,1,1,0,0,1,.5,6,5,6,5,6,1,5,1,0,0,1,9,1,0,0,0,0,0,1,0,0,0,0,0,1,3,1
445,"4/15/2020 22:16","4/15/2020 22:49",1988,"4/15/2020 22:49","R_2fe2h4Tg4Nc2yE4","Chrome","80.0.3987.162","Android 5.1.1","800x1280",1,1,88,2,4,1,2,7,8,8,1,2,2,5,5,3,4,4,2,3,4,0,0,0,0,0,0,0,0,1,0,5,7,0,100,95,10,80,80,90,80,5,50,80,50,60,40,75,90,75,60,85,75,80,70,70,60,60,80,75,75,30,80,2,2,2,1,7,7,7,6,88,7,5,88,5,5,5,5,5,1,5,88,2,2,1,1,1,5,2,88,2,3,3,2,2,4,2,5,3,4,6,88,2,3,88,3,2,2,7,8,8,66,3,8,8,66,3,88,4,3,88,6,1,88,88,88,88,8,8,8,8,1,7,1,4,1,5,3,1,2,2,3,4,3,6,2,8,3,8,88,4,88,5,1,4,2,3,2,1,2,8,8,2,1,2,2,4,4,5,2,4,2,4,1,7,2,66,1,6,2,4,4,2,4,4,4,4,1,"",8,6,1,2,6,2,6,1,0,0,0,0,0,0,0,0,5,66,5,2,4,4,5,4,3,4,4,"888. NA: Form 2","Irish scottish american",999,2,8,8,8,8,8,1,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,4,6,6,6,6,4,6,6,6,6,4,6,6,6,6,1,8,3,6,6,4,2,0,0,0,0,0,0,1,0,0,0,0,1,0,3,3,3,5,5,3,4,4,5,8,8,88,88,8,8,88,88,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,4,6,6,3,5,4,4,3,5,66,66,23,8,1,6,4,6,2,8,1,1,2,1,2,2,2,2,2,1,2,2,1,2,1,2,1955,1,5,38,0,1,6,8,1,1960,5,"un","chief justice supreme court","german prime minister",6,1,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,2,4,4,3,3,4,4,4,4,4,4,4,4,100,100,0,5,2,1,1,2,1,2,3,3,1,64,2,23,1,0,0,1,1,1,1,1,1,2,6,4,6,4,6,7,3,0,0,1,9,1,0,0,0,0,10,1,0,0,0,0,0,1,1,1
92,"4/18/2020 14:31","4/18/2020 14:50",1179,"4/18/2020 14:50","R_uk2naDnSdKvsnv3","Firefox","65","Windows NT 10.0","1360x768",1,1,88,1,5,2,1,1,8,8,1,1,5,5,5,5,5,5,5,5,5,1,0,0,0,0,0,0,0,0,1,5,1,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,0,60,60,60,60,60,60,60,60,60,60,60,1,1,1,2,1,1,1,1,88,1,1,88,1,1,1,1,1,1,1,88,1,1,1,1,1,1,1,88,1,1,1,1,1,1,1,4,2,2,3,88,3,2,88,1,1,1,1,8,8,1,66,8,8,1,66,88,1,2,88,2,1,88,88,88,88,8,8,8,8,1,1,1,1,1,1,1,4,2,2,1,1,2,1,3,8,3,8,88,1,88,1,1,1,4,4,1,1,5,8,8,1,1,1,1,1,2,2,1,4,1,4,2,5,1,66,1,6,1,4,4,1,1,1,1,4,12,"",8,3,1,1,1,1,2,1,1,1,0,1,1,0,0,0,1,2,1,2,1,1,1,1,1,1,1,"888. NA: Form 2","yes",999,2,8,8,8,8,8,1,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,1,6,6,6,6,1,6,6,6,6,1,6,6,6,6,2,8,2,6,2,6,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,3,8,8,88,88,8,8,88,88,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,2,6,6,1,1,1,1,1,2,21,66,66,8,1,2,6,6,1,8,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1980,1,6,42,5,1,6,8,1,1000,5,"100","1000","1000",99,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,100,100,0,2,2,2,1,1,2,1,1,3,1,39,2,21,1,1,0,0,0,0,1,0,.25,1,6,4,6,4,6,1,3,0,0,1,9,1,0,0,0,0,8,1,0,0,0,0,0,1,3,1
